rank,hex_id,lat,lon,resolution,divipola_code,municipality,department,wind_speed,slope,dist_to_grid,dist_to_roads,land_use,protected_area,conflict_risk,wind_speed_norm,slope_norm,dist_to_grid_norm,dist_to_roads_norm,land_use_norm,protected_area_norm,conflict_risk_norm,suitability_score
14045,878a49646ffffff,0.3303,-71.6842,7,91430,La Victoria,Amazonas,2.3100,2.4600,300.0000,160.6000,0.0120,0.5540,0.0440,0.1098,0.9002,0.0000,0.0000,0.0155,0.4460,0.9527,-0.3421
14046,8766e97b2ffffff,0.7345,-72.0085,7,95200,Miraflores,Guaviare,1.7800,4.5700,300.0000,146.2000,0.0850,0.6940,0.0890,0.0379,0.8145,0.0000,0.0253,0.1101,0.3060,0.9043,-0.3421
14047,8766eb12cffffff,0.7225,-72.5848,7,95200,Miraflores,Guaviare,2.1500,8.4200,300.0000,171.6000,0.1260,0.8190,0.0250,0.0881,0.6583,0.0000,0.0000,0.1632,0.1810,0.9731,-0.3421
14048,8766cc842ffffff,0.3693,-73.3918,7,91669,Puerto Santander,Amazonas,2.9200,14.9300,300.0000,200.0000,0.1500,0.6180,0.1000,0.1924,0.3941,0.0000,0.0000,0.1943,0.3820,0.8925,-0.3422
14049,8766ea7b4ffffff,0.9948,-73.9194,7,18150,Cartagena Del Chair�,Caquet�,3.2300,13.5600,250.9000,200.0000,0.0160,0.3950,0.0720,0.2344,0.4497,0.0000,0.0000,0.0207,0.6050,0.9226,-0.3422
14050,8766cc503ffffff,0.1965,-74.0885,7,86573,Puerto Legu�Zamo,Putumayo,3.1900,14.2100,258.3000,200.0000,0.0770,0.3320,0.1100,0.2290,0.4233,0.0000,0.0000,0.0997,0.6680,0.8817,-0.3422
14051,8766ea209ffffff,0.7926,-73.2764,7,95015,Calamar,Guaviare,2.8100,13.9500,300.0000,200.0000,0.1020,0.6430,0.0560,0.1775,0.4338,0.0000,0.0000,0.1321,0.3570,0.9398,-0.3423
14052,8766eb105ffffff,0.7045,-72.6260,7,95200,Miraflores,Guaviare,2.3700,9.9800,300.0000,171.3000,0.1940,0.8540,0.0960,0.1179,0.5950,0.0000,0.0000,0.2513,0.1460,0.8968,-0.3423
14053,878a4ba6dffffff,0.3616,-71.3658,7,91430,La Victoria,Amazonas,2.0200,2.4100,300.0000,173.1000,0.1050,0.4440,0.0640,0.0705,0.9022,0.0000,0.0000,0.1360,0.5560,0.9312,-0.3423
14054,8766ed620ffffff,1.7570,-71.7104,7,95200,Miraflores,Guaviare,1.8100,3.9700,300.0000,177.9000,0.1350,0.3590,0.0520,0.0420,0.8389,0.0000,0.0000,0.1749,0.6410,0.9441,-0.3423
14055,8766eb736ffffff,0.3776,-72.8718,7,91669,Puerto Santander,Amazonas,2.6600,11.2000,300.0000,194.2000,0.1530,0.8170,0.1220,0.1572,0.5455,0.0000,0.0000,0.1982,0.1830,0.8688,-0.3424
14056,8766e8716ffffff,1.4346,-72.8047,7,95015,Calamar,Guaviare,2.4200,11.8600,300.0000,183.1000,0.1080,0.6090,0.0260,0.1247,0.5187,0.0000,0.0000,0.1399,0.3910,0.9720,-0.3424
14057,8766e9750ffffff,0.6567,-71.7377,7,97161,Carur�,Vaup�S,1.5300,4.9500,300.0000,141.2000,0.0830,0.6280,0.0750,0.0041,0.7991,0.0000,0.0587,0.1075,0.3720,0.9194,-0.3424
14058,8766cc959ffffff,0.4696,-73.3634,7,91669,Puerto Santander,Amazonas,2.6600,13.8400,300.0000,200.0000,0.1160,0.6470,0.0440,0.1572,0.4383,0.0000,0.0000,0.1503,0.3530,0.9527,-0.3424
14059,8766ccce5ffffff,0.3472,-73.8947,7,86573,Puerto Legu�Zamo,Putumayo,3.4600,14.8300,274.4000,200.0000,0.0210,0.3950,0.0910,0.2656,0.3981,0.0000,0.0000,0.0272,0.6050,0.9022,-0.3424
14060,8766ea6c0ffffff,0.6664,-73.7672,7,18150,Cartagena Del Chair�,Caquet�,3.3700,14.2800,261.0000,200.0000,0.0090,0.4490,0.0750,0.2534,0.4205,0.0000,0.0000,0.0117,0.5510,0.9194,-0.3424
14061,8766cd998ffffff,-0.1560,-72.7360,7,91669,Puerto Santander,Amazonas,2.5800,10.6100,300.0000,200.0000,0.1810,0.7230,0.1630,0.1463,0.5694,0.0000,0.0000,0.2345,0.2770,0.8247,-0.3424
14062,8766ee2e9ffffff,1.7980,-73.1723,7,95015,Calamar,Guaviare,2.4500,11.8200,300.0000,200.0000,0.0950,0.3620,0.0310,0.1287,0.5203,0.0000,0.0000,0.1231,0.6380,0.9667,-0.3424
14063,8766e8cd9ffffff,1.7689,-72.8368,7,95015,Calamar,Guaviare,2.1900,11.0600,300.0000,194.6000,0.1800,0.4440,0.0490,0.0935,0.5511,0.0000,0.0000,0.2332,0.5560,0.9473,-0.3425
14064,8766cc76affffff,-0.2341,-73.6632,7,91530,Puerto Alegr�A,Amazonas,3.4300,14.9200,300.0000,200.0000,0.0660,0.4260,0.1370,0.2615,0.3945,0.0000,0.0000,0.0855,0.5740,0.8527,-0.3425
14065,8766eb196ffffff,0.6415,-72.8700,7,95200,Miraflores,Guaviare,2.2100,11.5800,300.0000,183.0000,0.1820,0.7910,0.0380,0.0962,0.5300,0.0000,0.0000,0.2358,0.2090,0.9591,-0.3425
14066,878a49314ffffff,0.0399,-71.9446,7,91430,La Victoria,Amazonas,1.5900,4.2500,300.0000,178.3000,0.1240,0.6200,0.0160,0.0122,0.8275,0.0000,0.0000,0.1606,0.3800,0.9828,-0.3425
14067,8766ea236ffffff,0.9203,-73.3855,7,95015,Calamar,Guaviare,2.7700,14.3500,300.0000,195.8000,0.1130,0.6050,0.0530,0.1721,0.4176,0.0000,0.0000,0.1464,0.3950,0.9430,-0.3426
14068,8766ed6e3ffffff,1.5773,-71.7245,7,95200,Miraflores,Guaviare,1.7800,3.7800,300.0000,156.2000,0.1600,0.4350,0.0660,0.0379,0.8466,0.0000,0.0000,0.2073,0.5650,0.9290,-0.3426
14069,878a493b1ffffff,0.0853,-71.8419,7,91430,La Victoria,Amazonas,2.2800,4.8300,300.0000,179.6000,0.0790,0.6140,0.0590,0.1057,0.8040,0.0000,0.0000,0.1023,0.3860,0.9366,-0.3426
14070,8766eb676ffffff,0.1223,-72.7532,7,91669,Puerto Santander,Amazonas,2.4700,8.5600,300.0000,195.5000,0.1700,0.7730,0.1490,0.1314,0.6526,0.0000,0.0000,0.2202,0.2270,0.8398,-0.3426
14071,8766ccccbffffff,0.2100,-73.9065,7,86573,Puerto Legu�Zamo,Putumayo,3.6100,15.1900,274.5000,200.0000,0.0190,0.4160,0.1120,0.2859,0.3835,0.0000,0.0000,0.0246,0.5840,0.8796,-0.3426
14072,8766cc6c6ffffff,-0.4407,-73.8818,7,91530,Puerto Alegr�A,Amazonas,3.2900,14.3900,300.0000,200.0000,0.0890,0.3180,0.1870,0.2425,0.4160,0.0000,0.0000,0.1153,0.6820,0.7989,-0.3426
14073,8766ed29dffffff,1.6251,-71.4648,7,95200,Miraflores,Guaviare,1.7000,4.8700,300.0000,166.2000,0.1810,0.3640,0.0630,0.0271,0.8024,0.0000,0.0000,0.2345,0.6360,0.9323,-0.3427
14074,878a4b3a0ffffff,0.5098,-70.8821,7,97511,Pacoa,Vaup�S,2.3900,5.9900,300.0000,200.0000,0.1040,0.3130,0.1050,0.1206,0.7569,0.0000,0.0000,0.1347,0.6870,0.8871,-0.3427
14075,8766cc780ffffff,-0.1976,-73.9816,7,86573,Puerto Legu�Zamo,Putumayo,3.3600,13.4200,281.9000,200.0000,0.0270,0.3430,0.1140,0.2520,0.4554,0.0000,0.0000,0.0350,0.6570,0.8774,-0.3427
14076,8766c8935ffffff,-0.4267,-73.5992,7,91530,Puerto Alegr�A,Amazonas,3.1500,14.1300,300.0000,200.0000,0.0960,0.3950,0.1270,0.2236,0.4265,0.0000,0.0000,0.1244,0.6050,0.8634,-0.3427
14077,8766eb12effffff,0.7135,-72.6054,7,95200,Miraflores,Guaviare,2.3400,8.7700,300.0000,170.1000,0.1580,0.8280,0.0810,0.1138,0.6441,0.0000,0.0000,0.2047,0.1720,0.9129,-0.3428
14078,8766e8074ffffff,1.6223,-72.4719,7,95015,Calamar,Guaviare,2.1500,5.9900,300.0000,176.1000,0.1520,0.4990,0.0820,0.0881,0.7569,0.0000,0.0000,0.1969,0.5010,0.9118,-0.3428
14079,8766eb953ffffff,0.9532,-72.4072,7,95200,Miraflores,Guaviare,2.1000,7.1900,300.0000,159.6000,0.2220,0.7460,0.0950,0.0813,0.7082,0.0000,0.0000,0.2876,0.2540,0.8978,-0.3428
14080,8766ccd44ffffff,0.5296,-73.7788,7,86573,Puerto Legu�Zamo,Putumayo,3.0800,15.4100,290.7000,200.0000,0.0680,0.4050,0.0560,0.2141,0.3746,0.0000,0.0000,0.0881,0.5950,0.9398,-0.3428
14081,878a49711ffffff,0.1078,-71.5433,7,91430,La Victoria,Amazonas,2.4200,2.5100,300.0000,189.4000,0.0590,0.5020,0.1050,0.1247,0.8981,0.0000,0.0000,0.0764,0.4980,0.8871,-0.3428
14082,878a49292ffffff,0.2942,-71.7661,7,91430,La Victoria,Amazonas,2.2400,3.4400,300.0000,170.0000,0.1060,0.6220,0.0930,0.1003,0.8604,0.0000,0.0000,0.1373,0.3780,0.9000,-0.3428
14083,8766cc434ffffff,0.1324,-74.1342,7,86573,Puerto Legu�Zamo,Putumayo,3.2900,13.8300,263.9000,200.0000,0.0640,0.3070,0.1410,0.2425,0.4387,0.0000,0.0000,0.0829,0.6930,0.8484,-0.3428
14084,8766e922affffff,0.6240,-71.3652,7,97161,Carur�,Vaup�S,1.9000,4.1300,300.0000,149.3000,0.0570,0.4870,0.0880,0.0542,0.8324,0.0000,0.0047,0.0738,0.5130,0.9054,-0.3429
14085,878a4974effffff,0.2215,-71.7322,7,91430,La Victoria,Amazonas,1.9800,3.6000,300.0000,176.4000,0.1610,0.5900,0.0880,0.0650,0.8539,0.0000,0.0000,0.2085,0.4100,0.9054,-0.3429
14086,8766eb81dffffff,0.8719,-72.4932,7,95200,Miraflores,Guaviare,2.0700,9.0500,300.0000,163.6000,0.1850,0.7640,0.0450,0.0772,0.6327,0.0000,0.0000,0.2396,0.2360,0.9516,-0.3429
14087,8766eb263ffffff,0.1220,-72.2556,7,91669,Puerto Santander,Amazonas,1.9200,5.3500,300.0000,179.9000,0.1920,0.7050,0.0720,0.0569,0.7829,0.0000,0.0000,0.2487,0.2950,0.9226,-0.3429
14088,8766eaad6ffffff,1.0878,-73.2517,7,95015,Calamar,Guaviare,2.5000,14.1400,300.0000,193.2000,0.2130,0.6010,0.0740,0.1355,0.4261,0.0000,0.0000,0.2759,0.3990,0.9204,-0.3429
14089,8766cc60dffffff,-0.3351,-73.7923,7,91530,Puerto Alegr�A,Amazonas,3.3000,14.9200,300.0000,200.0000,0.0930,0.3730,0.1550,0.2439,0.3945,0.0000,0.0000,0.1205,0.6270,0.8333,-0.3429
14090,8766e8292ffffff,1.2208,-72.5442,7,95200,Miraflores,Guaviare,2.1800,9.1800,300.0000,165.8000,0.1820,0.7220,0.0620,0.0921,0.6274,0.0000,0.0000,0.2358,0.2780,0.9333,-0.3429
14091,8766ebd8cffffff,0.9553,-73.0035,7,95015,Calamar,Guaviare,2.4100,13.7600,300.0000,182.5000,0.1200,0.6920,0.0000,0.1233,0.4416,0.0000,0.0000,0.1554,0.3080,1.0000,-0.3430
14092,8766ea318ffffff,0.9610,-73.3421,7,95015,Calamar,Guaviare,2.8700,16.2100,300.0000,196.0000,0.1220,0.6130,0.0500,0.1856,0.3421,0.0000,0.0000,0.1580,0.3870,0.9462,-0.3430
14093,8766cc996ffffff,0.5797,-73.7144,7,86573,Puerto Legu�Zamo,Putumayo,3.5200,15.7000,278.0000,200.0000,0.0390,0.4380,0.1000,0.2737,0.3628,0.0000,0.0000,0.0505,0.5620,0.8925,-0.3430
14094,8766e9352ffffff,0.6782,-71.3413,7,97161,Carur�,Vaup�S,1.9200,4.4800,300.0000,149.2000,0.0670,0.4830,0.0960,0.0569,0.8182,0.0000,0.0053,0.0868,0.5170,0.8968,-0.3430
14095,8766ed410ffffff,2.0467,-72.0422,7,95015,Calamar,Guaviare,1.5900,6.5700,300.0000,187.1000,0.2110,0.3310,0.0560,0.0122,0.7334,0.0000,0.0000,0.2733,0.6690,0.9398,-0.3430
14096,8766ebc70ffffff,0.8412,-72.8138,7,95200,Miraflores,Guaviare,2.3900,12.0400,300.0000,174.6000,0.1380,0.7830,0.0380,0.1206,0.5114,0.0000,0.0000,0.1788,0.2170,0.9591,-0.3430
14097,8766eb928ffffff,1.0800,-72.4168,7,95200,Miraflores,Guaviare,2.4700,7.7800,300.0000,154.5000,0.0940,0.7430,0.0710,0.1314,0.6843,0.0000,0.0000,0.1218,0.2570,0.9237,-0.3431
14098,8766eb159ffffff,0.5316,-72.5208,7,95200,Miraflores,Guaviare,2.1700,9.4200,300.0000,170.7000,0.1530,0.8440,0.0370,0.0908,0.6177,0.0000,0.0000,0.1982,0.1560,0.9602,-0.3431
14099,8766eb98cffffff,0.9856,-72.5832,7,95200,Miraflores,Guaviare,1.7500,10.5900,300.0000,163.7000,0.2220,0.7230,0.0020,0.0339,0.5702,0.0000,0.0000,0.2876,0.2770,0.9978,-0.3431
14100,8766cc6f6ffffff,-0.3903,-73.9177,7,91530,Puerto Alegr�A,Amazonas,3.2000,14.6900,300.0000,200.0000,0.1030,0.3330,0.1510,0.2304,0.4038,0.0000,0.0000,0.1334,0.6670,0.8376,-0.3432
14101,8766eb24effffff,0.0537,-72.2611,7,91669,Puerto Santander,Amazonas,2.1100,4.6400,300.0000,188.0000,0.1230,0.7200,0.0630,0.0827,0.8117,0.0000,0.0000,0.1593,0.2800,0.9323,-0.3432
14102,8766cc09dffffff,-0.0188,-73.8256,7,86573,Puerto Legu�Zamo,Putumayo,3.5300,15.7300,286.1000,200.0000,0.0630,0.3870,0.1470,0.2751,0.3616,0.0000,0.0000,0.0816,0.6130,0.8419,-0.3432
14103,8766eb149ffffff,0.5360,-72.4608,7,95200,Miraflores,Guaviare,2.3200,7.8200,300.0000,164.5000,0.1060,0.7820,0.0510,0.1111,0.6826,0.0000,0.0000,0.1373,0.2180,0.9452,-0.3432
14104,878a49092ffffff,-0.0557,-71.5165,7,91430,La Victoria,Amazonas,2.0700,3.2300,300.0000,200.0000,0.1330,0.4260,0.0920,0.0772,0.8689,0.0000,0.0000,0.1723,0.5740,0.9011,-0.3432
14105,8766cc8d2ffffff,0.3011,-73.5978,7,86573,Puerto Legu�Zamo,Putumayo,3.3200,16.7600,296.8000,200.0000,0.1100,0.5480,0.1180,0.2466,0.3198,0.0000,0.0000,0.1425,0.4520,0.8731,-0.3432
14106,8766e92c0ffffff,0.4703,-71.4165,7,91430,La Victoria,Amazonas,1.7000,5.0100,300.0000,159.9000,0.2130,0.4780,0.0740,0.0271,0.7967,0.0000,0.0000,0.2759,0.5220,0.9204,-0.3432
14107,8766e9d81ffffff,1.4078,-72.0143,7,95200,Miraflores,Guaviare,1.8100,4.8000,300.0000,153.6000,0.1570,0.5710,0.0500,0.0420,0.8052,0.0000,0.0000,0.2034,0.4290,0.9462,-0.3432
14108,8766cd576ffffff,-0.4857,-73.0829,7,91669,Puerto Santander,Amazonas,3.0800,11.9500,300.0000,200.0000,0.0760,0.4930,0.1410,0.2141,0.5150,0.0000,0.0000,0.0984,0.5070,0.8484,-0.3432
14109,8766cd5a4ffffff,-0.4401,-73.2794,7,91669,Puerto Santander,Amazonas,3.1500,12.0600,300.0000,200.0000,0.0740,0.4950,0.1740,0.2236,0.5106,0.0000,0.0000,0.0959,0.5050,0.8129,-0.3433
14110,8766ebac3ffffff,0.3857,-72.2544,7,95200,Miraflores,Guaviare,1.9000,6.0200,300.0000,171.5000,0.1750,0.7690,0.0510,0.0542,0.7557,0.0000,0.0000,0.2267,0.2310,0.9452,-0.3433
14111,8766cc34effffff,-0.2340,-73.2622,7,91669,Puerto Santander,Amazonas,2.7300,14.5900,300.0000,200.0000,0.1720,0.5580,0.0890,0.1667,0.4079,0.0000,0.0000,0.2228,0.4420,0.9043,-0.3433
14112,8766eb94dffffff,0.9392,-72.2893,7,95200,Miraflores,Guaviare,2.0700,6.3400,300.0000,156.2000,0.1590,0.7740,0.0610,0.0772,0.7427,0.0000,0.0000,0.2060,0.2260,0.9344,-0.3433
14113,8766cc69affffff,-0.4225,-74.0412,7,91530,Puerto Alegr�A,Amazonas,3.5800,15.0700,300.0000,200.0000,0.0330,0.3160,0.1410,0.2818,0.3884,0.0000,0.0000,0.0427,0.6840,0.8484,-0.3433
14114,8766cd5b5ffffff,-0.4585,-73.3210,7,91530,Puerto Alegr�A,Amazonas,3.0100,14.8600,300.0000,200.0000,0.1510,0.4770,0.1470,0.2046,0.3969,0.0000,0.0000,0.1956,0.5230,0.8419,-0.3433
14115,8766cc055ffffff,-0.0006,-73.5833,7,91530,Puerto Alegr�A,Amazonas,3.4100,14.9900,300.0000,200.0000,0.0750,0.4710,0.1440,0.2588,0.3916,0.0000,0.0000,0.0972,0.5290,0.8452,-0.3434
14116,8766e96a8ffffff,0.5394,-71.9051,7,97161,Carur�,Vaup�S,2.1900,4.0600,300.0000,152.4000,0.1230,0.6840,0.0880,0.0935,0.8352,0.0000,0.0000,0.1593,0.3160,0.9054,-0.3434
14117,8766cc786ffffff,-0.1838,-74.0006,7,86573,Puerto Legu�Zamo,Putumayo,3.0200,14.3400,291.2000,200.0000,0.1050,0.3310,0.1030,0.2060,0.4180,0.0000,0.0000,0.1360,0.6690,0.8892,-0.3434
14118,8766c8993ffffff,-0.5784,-73.7929,7,91530,Puerto Alegr�A,Amazonas,3.5500,13.5200,300.0000,200.0000,0.0000,0.3050,0.1020,0.2778,0.4513,0.0000,0.0000,0.0000,0.6950,0.8903,-0.3434
14119,8766cd94bffffff,-0.2061,-72.4013,7,91669,Puerto Santander,Amazonas,2.5400,7.8200,300.0000,199.8000,0.1250,0.6460,0.1310,0.1409,0.6826,0.0000,0.0000,0.1619,0.3540,0.8591,-0.3435
14120,8766ccd1affffff,0.5391,-73.9586,7,86573,Puerto Legu�Zamo,Putumayo,3.3500,13.8600,256.2000,200.0000,0.0360,0.3730,0.1070,0.2507,0.4375,0.0000,0.0000,0.0466,0.6270,0.8849,-0.3435
14121,8766cc8c9ffffff,0.2507,-73.4619,7,91530,Puerto Alegr�A,Amazonas,3.0800,15.4600,300.0000,200.0000,0.0870,0.5820,0.0650,0.2141,0.3726,0.0000,0.0000,0.1127,0.4180,0.9301,-0.3435
14122,878a4d208ffffff,-0.8500,-72.1144,7,91669,Puerto Santander,Amazonas,2.6700,4.8900,300.0000,200.0000,0.0600,0.3690,0.1940,0.1585,0.8015,0.0000,0.0000,0.0777,0.6310,0.7914,-0.3435
14123,878a4b22cffffff,0.6322,-71.0496,7,97161,Carur�,Vaup�S,2.3500,4.8300,300.0000,176.0000,0.0920,0.3110,0.1010,0.1152,0.8040,0.0000,0.0000,0.1192,0.6890,0.8914,-0.3436
14124,8766c8b84ffffff,-0.8811,-73.4768,7,91530,Puerto Alegr�A,Amazonas,2.9300,14.8800,300.0000,200.0000,0.1670,0.3150,0.1720,0.1938,0.3961,0.0000,0.0000,0.2163,0.6850,0.8151,-0.3436
14125,8766e8699ffffff,1.1363,-72.8890,7,95015,Calamar,Guaviare,2.2100,10.5400,300.0000,179.7000,0.1190,0.6500,0.0060,0.0962,0.5722,0.0000,0.0000,0.1541,0.3500,0.9935,-0.3436
14126,8766cd450ffffff,-0.7149,-73.1018,7,91669,Puerto Santander,Amazonas,3.1900,12.5700,300.0000,200.0000,0.0630,0.4390,0.1400,0.2290,0.4899,0.0000,0.0000,0.0816,0.5610,0.8495,-0.3436
14127,8766ebca5ffffff,0.8872,-73.0092,7,95015,Calamar,Guaviare,2.6400,11.6000,300.0000,182.2000,0.1330,0.7030,0.0910,0.1545,0.5292,0.0000,0.0000,0.1723,0.2970,0.9022,-0.3437
14128,8766cc04bffffff,-0.0784,-73.5096,7,91530,Puerto Alegr�A,Amazonas,2.9100,14.6900,300.0000,200.0000,0.1170,0.5240,0.0770,0.1911,0.4038,0.0000,0.0000,0.1516,0.4760,0.9172,-0.3438
14129,8766e9ad8ffffff,0.7954,-71.2732,7,97161,Carur�,Vaup�S,1.5000,4.8100,300.0000,146.1000,0.1030,0.4380,0.0980,0.0000,0.8048,0.0000,0.0260,0.1334,0.5620,0.8946,-0.3438
14130,8766cc94dffffff,0.4968,-73.3011,7,91669,Puerto Santander,Amazonas,3.1000,14.2100,300.0000,199.8000,0.0950,0.6820,0.0950,0.2168,0.4233,0.0000,0.0000,0.1231,0.3180,0.8978,-0.3438
14131,8766cc800ffffff,0.4744,-73.5031,7,86573,Puerto Legu�Zamo,Putumayo,2.9800,15.1300,300.0000,200.0000,0.1090,0.5660,0.0730,0.2005,0.3860,0.0000,0.0000,0.1412,0.4340,0.9215,-0.3439
14132,8766eb701ffffff,0.3001,-72.7984,7,91669,Puerto Santander,Amazonas,2.2500,9.5900,300.0000,188.4000,0.1800,0.7640,0.0690,0.1016,0.6108,0.0000,0.0000,0.2332,0.2360,0.9258,-0.3439
14133,8766eb5a6ffffff,0.6696,-73.2068,7,95015,Calamar,Guaviare,2.8400,14.2900,300.0000,189.9000,0.0820,0.7170,0.0390,0.1816,0.4200,0.0000,0.0000,0.1062,0.2830,0.9581,-0.3439
14134,8766eb5abffffff,0.5830,-73.1541,7,95200,Miraflores,Guaviare,2.8800,13.6100,300.0000,191.0000,0.0930,0.7230,0.0650,0.1870,0.4476,0.0000,0.0000,0.1205,0.2770,0.9301,-0.3439
14135,8766ee352ffffff,2.0145,-73.1740,7,95015,Calamar,Guaviare,3.0000,14.6200,300.0000,200.0000,0.1020,0.3000,0.0920,0.2033,0.4067,0.0000,0.0000,0.1321,0.7000,0.9011,-0.3439
14136,8766cc8f4ffffff,0.3878,-73.5504,7,86573,Puerto Legu�Zamo,Putumayo,2.9200,14.2600,300.0000,200.0000,0.1220,0.5460,0.0910,0.1924,0.4213,0.0000,0.0000,0.1580,0.4540,0.9022,-0.3439
14137,8766ebc08ffffff,0.8369,-72.8739,7,95200,Miraflores,Guaviare,2.3800,11.8800,300.0000,179.7000,0.1540,0.7550,0.0510,0.1192,0.5179,0.0000,0.0000,0.1995,0.2450,0.9452,-0.3439
14138,878a4b065ffffff,0.3427,-70.9143,7,97511,Pacoa,Vaup�S,2.2400,4.8800,300.0000,200.0000,0.0570,0.3080,0.0470,0.1003,0.8019,0.0000,0.0000,0.0738,0.6920,0.9495,-0.3439
14139,8766cd60dffffff,-1.0080,-72.8656,7,91405,La Chorrera,Amazonas,2.7100,9.6700,300.0000,200.0000,0.1070,0.3730,0.1380,0.1640,0.6075,0.0000,0.0000,0.1386,0.6270,0.8516,-0.3439
14140,8766cdd9dffffff,-0.1790,-73.1375,7,91669,Puerto Santander,Amazonas,2.6100,12.9600,300.0000,200.0000,0.1470,0.6140,0.0760,0.1504,0.4740,0.0000,0.0000,0.1904,0.3860,0.9183,-0.3440
14141,8766ccc2bffffff,0.4248,-73.8680,7,86573,Puerto Legu�Zamo,Putumayo,3.2400,14.3400,271.7000,200.0000,0.0680,0.4280,0.1030,0.2358,0.4180,0.0000,0.0000,0.0881,0.5720,0.8892,-0.3440
14142,8766e8334ffffff,1.5269,-72.3410,7,95200,Miraflores,Guaviare,2.1400,7.8900,300.0000,170.6000,0.1810,0.5670,0.0760,0.0867,0.6798,0.0000,0.0000,0.2345,0.4330,0.9183,-0.3440
14143,8766ebaa4ffffff,0.5812,-72.3578,7,95200,Miraflores,Guaviare,2.1900,7.4600,300.0000,167.2000,0.1640,0.7890,0.0740,0.0935,0.6972,0.0000,0.0000,0.2124,0.2110,0.9204,-0.3440
14144,8766c8a65ffffff,-1.0320,-73.1682,7,91405,La Chorrera,Amazonas,2.8400,13.1000,300.0000,200.0000,0.1370,0.3070,0.1520,0.1816,0.4683,0.0000,0.0000,0.1775,0.6930,0.8366,-0.3440
14145,8766ea463ffffff,1.1128,-73.8492,7,18150,Cartagena Del Chair�,Caquet�,3.2600,12.5100,262.7000,200.0000,0.0000,0.3560,0.0680,0.2385,0.4923,0.0000,0.0000,0.0000,0.6440,0.9269,-0.3441
14146,8766cc392ffffff,-0.1791,-73.6385,7,91530,Puerto Alegr�A,Amazonas,3.2800,15.4800,300.0000,200.0000,0.0850,0.4350,0.1060,0.2412,0.3718,0.0000,0.0000,0.1101,0.5650,0.8860,-0.3441
14147,8766eb358ffffff,0.1948,-72.2895,7,91669,Puerto Santander,Amazonas,2.4200,6.9900,300.0000,177.1000,0.0540,0.7490,0.0400,0.1247,0.7163,0.0000,0.0000,0.0699,0.2510,0.9570,-0.3441
14148,8766eb382ffffff,0.2725,-72.5617,7,91669,Puerto Santander,Amazonas,2.5000,8.6000,300.0000,178.0000,0.0800,0.8280,0.0540,0.1355,0.6510,0.0000,0.0000,0.1036,0.1720,0.9419,-0.3441
14149,878a4bb85ffffff,0.1754,-71.0450,7,97511,Pacoa,Vaup�S,2.2100,4.0600,300.0000,200.0000,0.1190,0.3290,0.1080,0.0962,0.8352,0.0000,0.0000,0.1541,0.6710,0.8839,-0.3442
14150,8766e9a53ffffff,0.8853,-71.1680,7,97161,Carur�,Vaup�S,2.0300,5.7000,300.0000,154.0000,0.1570,0.3540,0.0750,0.0718,0.7687,0.0000,0.0000,0.2034,0.6460,0.9194,-0.3442
14151,878a49386ffffff,0.1080,-71.8401,7,91430,La Victoria,Amazonas,1.8700,3.2000,300.0000,179.9000,0.1460,0.6020,0.0670,0.0501,0.8701,0.0000,0.0000,0.1891,0.3980,0.9280,-0.3443
14152,8766eaaadffffff,1.1875,-73.2234,7,95015,Calamar,Guaviare,2.5100,13.6700,300.0000,187.7000,0.1390,0.5950,0.0410,0.1369,0.4452,0.0000,0.0000,0.1801,0.4050,0.9559,-0.3443
14153,8766c8989ffffff,-0.6150,-73.6754,7,91530,Puerto Alegr�A,Amazonas,3.4100,15.4600,300.0000,200.0000,0.0750,0.3430,0.1430,0.2588,0.3726,0.0000,0.0000,0.0972,0.6570,0.8462,-0.3444
14154,8766eb895ffffff,0.8589,-72.6731,7,95200,Miraflores,Guaviare,2.1400,9.1400,300.0000,166.7000,0.1620,0.7840,0.0430,0.0867,0.6291,0.0000,0.0000,0.2098,0.2160,0.9538,-0.3444
14155,878a496e6ffffff,0.3392,-71.5649,7,91430,La Victoria,Amazonas,2.2600,4.1300,300.0000,162.0000,0.0660,0.5300,0.0580,0.1030,0.8324,0.0000,0.0000,0.0855,0.4700,0.9376,-0.3444
14156,8766eb4c8ffffff,0.2959,-73.0582,7,91669,Puerto Santander,Amazonas,2.8900,13.8200,300.0000,198.8000,0.1510,0.7590,0.1230,0.1883,0.4391,0.0000,0.0000,0.1956,0.2410,0.8677,-0.3444
14157,8766e9218ffffff,0.5744,-71.4282,7,97161,Carur�,Vaup�S,2.1400,2.6000,300.0000,152.5000,0.1210,0.5210,0.1000,0.0867,0.8945,0.0000,0.0000,0.1567,0.4790,0.8925,-0.3445
14158,8766e84e8ffffff,1.4624,-72.9416,7,95015,Calamar,Guaviare,2.7400,11.7800,300.0000,187.0000,0.0250,0.5590,0.0250,0.1680,0.5219,0.0000,0.0000,0.0324,0.4410,0.9731,-0.3445
14159,8766eb163ffffff,0.6315,-72.4928,7,95200,Miraflores,Guaviare,2.3300,8.7700,300.0000,166.8000,0.1260,0.8120,0.0570,0.1125,0.6441,0.0000,0.0000,0.1632,0.1880,0.9387,-0.3445
14160,8766eb088ffffff,0.4230,-72.7684,7,91669,Puerto Santander,Amazonas,2.5200,11.0000,300.0000,183.2000,0.0710,0.8130,0.0220,0.1382,0.5536,0.0000,0.0000,0.0920,0.1870,0.9763,-0.3445
